код,закупка,валюта,группа,подгруппа,наименование,описание,наличие,?
2576559,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 264х157 (F 244х137/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 264х157 (F 244х137/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2576558,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 264х157 (F 244х137/9 RP-PS/S),Мобильный Premier Corvus (16:9) 264х157 (F 244х137/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,**,?
2573288,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 287х170 (F 267х150/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 287х170 (F 267х150/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2573289,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 287х170 (F 267х150/9 RP-PS/S),Мобильный Premier Corvus (16:9) 287х170 (F 267х150/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,**,?
2575434,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 325х192 (F 305х172/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 325х192 (F 305х172/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2575435,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 325х192 (F 305х172/9 RP-PS/S),Мобильный Premier Corvus (16:9) 325х192 (F 305х172/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,***,?
2573290,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 345х203 (F 325х183/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 345х203 (F 325х183/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",** /рез.:*,?
2573291,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 345х203 (F 325х183/9 RP-PS/S),Мобильный Premier Corvus (16:9) 345х203 (F 325х183/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,**,?
2573292,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 391х231 (F 371х211/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 391х231 (F 371х211/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",*,?
2573293,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 391х231 (F 371х211/9 RP-PS/S),Мобильный Premier Corvus (16:9) 391х231 (F 371х211/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,,?
2573294,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 424х246 (F 404х226/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 424х246 (F 404х226/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",**,?
2573295,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 424х246 (F 404х226/9 RP-PS/S),Мобильный Premier Corvus (16:9) 424х246 (F 404х226/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,***,?
2573296,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 448х258 (F 428х238/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 448х258 (F 428х238/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",*,?
2573297,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 448х258 (F 428х238/9 RP-PS/S),Мобильный Premier Corvus (16:9) 448х258 (F 428х238/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,,?
2575553,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 485х282 (F 465х262/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 485х282 (F 465х262/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",/рез.:*,?
2575387,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 485х282 (F 465х262/9 RP-PS/S),Мобильный Premier Corvus (16:9) 485х282 (F 465х262/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,*,?
2574734,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 508х294 (F 488х274/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 508х294 (F 488х274/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2575334,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 508х294 (F 488х274/9 RP-PS/S),Мобильный Premier Corvus (16:9) 508х294 (F 488х274/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,/рез.:**,?
2574735,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 629х362 (F 609х342/9 PW-PS/S),"Мобильный Premier Corvus (16:9) 629х362 (F 609х342/9 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",/рез.:*,?
2575556,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (16:9) 629х362 (F 609х342/9 RP-PS/S),Мобильный Premier Corvus (16:9) 629х362 (F 609х342/9 RP-PS/S) Мобильный сборно/разборный натяжной экран с просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,*,?
2573067,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 220х169 (F 203х152/3 PW-PS/S),"Мобильный Premier Corvus (4:3) 220х169 (F 203х152/3 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2568853,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 220х169 (F 203х152/3 RP-PS/S),Мобильный Premier Corvus (4:3) 220х169 (F 203х152/3 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,*,?
2571555,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 262х201 (F 244х183/3 PW-PS/S),"Мобильный Premier Corvus (4:3) 262х201 (F 244х183/3 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2568854,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 262х201 (F 244х183/3 RP-PS/S),Мобильный Premier Corvus (4:3) 262х201 (F 244х183/3 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,,?
2575769,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 305х234 (F 285х214/3 PW-PS/S),"Мобильный Premier Corvus (4:3) 305х234 (F 285х214/3 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2575770,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 305х234 (F 285х214/3 RP-PS/S),Мобильный Premier Corvus (4:3) 305х234 (F 285х214/3 RP-PS/S) Мобильный сборно/разборный натяжной экран с просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,,?
2569528,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 326х249 (F 305х229/3 PW-PS/S),"Мобильный Premier Corvus (4:3) 326х249 (F 305х229/3 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",**,?
2574741,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 326х249 (F 305х229/3 RP-PS/S),Мобильный Premier Corvus (4:3) 326х249 (F 305х229/3 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,**,?
2569529,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 386х294 (F 366x274/3 PW-PS/S),"Мобильный Premier Corvus (4:3) 386х294 (F 366x274/3 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2571552,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 386х294 (F 366х274/3 RP-PS/S),Мобильный Premier Corvus (4:3) 386х294 (F 366х274/3 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,*,?
2569530,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 423х326 (F 405х305/3 PW-PS/S),"Мобильный Premier Corvus (4:3) 423х326 (F 405х305/3 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвес к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2571553,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 423х326 (F 405х305/3 RP-PS/S),Мобильный Premier Corvus (4:3) 423х326 (F 405х305/3 RP-PS/S) Мобильный сборно/разборный натяжной экран с просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,/рез.:*,?
2573068,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 530х403 (F 508х381/3 PW-PS/S),"Мобильный Premier Corvus (4:3) 530х403 (F 508х381/3 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2573069,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 530х403 (F 508х381/3 RP-PS/S),Мобильный Premier Corvus (4:3) 530х403 (F 508х381/3 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,,?
2572708,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 632х480 (F 610х457/3 PW-PS/S),"Мобильный Premier Corvus (4:3) 632х480 (F 610х457/3 PW-PS/S) Мобильный сборно/разборный натяжной экран. Полотно (матовое, для прямой проекции) закрепляется кнопками на сборном алюминиевом каркасе. Возможен подвеса к стене/потолку или напольная установка. В собранном виде - в компактном прочном сундучке на колесах.",,?
2573070,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Мобильный Premier Corvus (4:3) 632х480 (F 610х457/3 RP-PS/S),Мобильный Premier Corvus (4:3) 632х480 (F 610х457/3 RP-PS/S) Мобильный сборно/разборный натяжной экран с  просветным полотном. Полотно закрепляется кнопками на сборном алюминиевом каркасе. Возможна напольная или подвесная установка. В собраном виде - в небольшом жестком кофре на колесах,,?
2574189,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный Multiformat Draco (2.35:1/16:9/4:3) 234x100 (M 234x100/2 PW-PD/S),Настенный Multiformat Draco (2.35:1/16:9/4:3) 234x100 (M 234x100/2 PW-PD/S) Экран постоянного натяжения мультиформатный. Изменение формата экрана с помощью боковых шторок. Для размещения на стене или стенном проеме. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно матовое белое.,*,?
2574134,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный Multiformat Draco (2.35:1/16:9/4:3) 292x124 (M 292x124/2 PW-PD/S),Настенный Multiformat Draco (2.35:1/16:9/4:3) 292x124 (M 292x124/2 PW-PD/S) Экран постоянного натяжения мультиформатный. Изменение формата экрана с помощью боковых шторок. Для размещения на стене или стенном проеме. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно матовое белое.,*,?
2574135,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный Multiformat Draco (2.35:1/16:9/4:3) 309x131 (M 309x131/2 PW-PD/S),Настенный Multiformat Draco (2.35:1/16:9/4:3) 309x131 (M 309x131/2 PW-PD/S) Экран постоянного натяжения мультиформатный. Изменение формата экрана с помощью боковых шторок. Для размещения на стене или стенном проеме. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно матовое белое.,*,?
2578427,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный для УКФ Lux Draco Gamma (16:9) 221х125 (L 221х125/9 UST-PD/S),Настенный для УКФ Lux Draco Gamma (16:9) 221х125 (L 221х125/9 UST-PD/S) Экран постоянного натяжения со светонаправленым покрытием для ультракороткофокусных проекторов. Для размещения на стене или стенном проеме. Обеспечивает идеально ровное натяжение экрана. Черная рама под бархат. Формат 16:9,*,?
2573089,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 170х96 (F 170x96/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 170х96 (F 170x96/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2573077,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 170х96 (F 170x96/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 170х96 (F 170x96/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,,?
2573088,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 177х100 (F 177x100/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 177х100 (F 177x100/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2573078,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 177х100 (F 177x100/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 177х100 (F 177x100/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,,?
2573087,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 204х115 (F 204x115/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 204х115 (F 204x115/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2573331,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 204х115 (F 204x115/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 204х115 (F 204x115/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,****,?
2573086,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 221х125 (F 221х125/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 221х125 (F 221х125/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2569541,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 221х125 (F 221х125/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 221х125 (F 221х125/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,****,?
2573332,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 235х132 (F 235х132/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 235х132 (F 235х132/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2573333,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 235х132 (F 235х132/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 235х132 (F 235х132/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,****,?
2572927,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 248х139 (F 248x139/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 248х139 (F 248x139/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2573334,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 248х139 (F 248x139/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 248х139 (F 248x139/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,**,?
2578395,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 261х147 (F 261х147/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 261х147 (F 261х147/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,*,?
2572701,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 266х149 (F 266х149/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 266х149 (F 266х149/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2572261,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 266х149 (F 266х149/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 266х149 (F 266х149/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,****,?
2573090,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 294х166 (F 294х166/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 294х166 (F 294х166/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2572262,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 294х166 (F 294х166/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 294х166 (F 294х166/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,***,?
2575429,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 305х172 (F 305х172/9 HG-PD/S),Настенный пост. натяжения Premier Draco (16:9) 305х172 (F 305х172/9 HG-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS High Contrast Grey (матовое серое). Формат 16:9,,?
2575428,0,USD,Проекторы (экраны),CS пост. натяжения,Проекторы (экраны) CS пост. натяжения Настенный пост. натяжения Premier Draco (16:9) 305х172 (F 305х172/9 PW-PD/S),Настенный пост. натяжения Premier Draco (16:9) 305х172 (F 305х172/9 PW-PD/S) Экран постоянного натяжения. Для размещения на стене или стенном проеме - в собранном виде создают эффект картины. Обеспечивают идеально ровное натяжение экрана. Черная рама под бархат. Полотно PS Matte White (матовое белое). Формат 16:9,,?
